ARTIST,LABEL,MEDIA,GENRE,COMMENT,GENERAL INFO,CONDITION
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54274. ""You And I"" and ""I Wish.""",54147 thru 54274 Black vinyl.,Very Good
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54308. ""Outside My Window"" and ""Same Old Story.""",54281 thru 54331 Black vinyl.,Near Mint
"WONDER, Stevie",TAMLA,Promotional Singles,Soul,"","54320 ""I Ain't Gonna Stand For It"" ",Near Mint
"WONDER, Stevie",TAMLA,Singles: 7-inch,Soul,"Tamla 54323. ""Lately"" and ""If It's Magic.""",54281 thru 54331 Black vinyl.,Very Good ++
"WONDER, Stevie",MOTOWN,Singles: 7-inch,Soul,"Motown 1817. ""Go Home"" and ""Inst."" With original Motown sleeve.",1745 thru 2143 ,Near Mint
"WONDER, Stevie",TAMLA,EPs: 7-inch,Soul,"Songs: ""Saturn"" and ""Ebony Eyes"" and ""All Day Sucker"" and ""Easy Goin' Evening.""","340 ""Something Extra for Songs in the Key of Life"" ",Near Mint
"WOOD, Bobby",JOY,Singles: 7-inch,Rockabilly,"Joy 279. ""That's All I Need"" and ""Do Darlin'."" Slight warp that does not affect play.", ,Very Good ++
"WOOD, Bobby",JOY,Singles: 7-inch,Rockabilly,"Joy 279. ""That's All I Need"" and ""Do Darlin'.""", ,Very Good ++
"WOOD, Bobby",JOY,Singles: 7-inch,Rockabilly,"Joy 279. ""That's All I Need"" and ""Do Darlin'.""", ,Very Good
"WOOD, Bobby",JOY,Singles: 7-inch,Rockabilly,"Joy 285. ""(My Heart Went) Boing! Boing! Boing!"" and ""If I'm A Fool For Loving You.""", ,Very Good +
"WOOD, Brenton",DOUBLE SHOT,Singles: 7-inch,Rock,"Double Shot 111. ""The Oogum Boogum Song"" and ""I Like The Way You Love Me.""", ,Near Mint
"WOODS, Debby",EPIC,Singles: 7-inch,Rock 'n' Roll,"B-side= ""Just One More Chance."" With original Epic sleeve.","9489 ""About a Quarter to  Nine"" ",Very Good
"WOODS, Kenni",PHILIPS,Promotional Singles,Northern Soul,"B-side= ""Can't He Take A Hint?""","40112 ""That Guy Is Mine"" ",Near Mint
"WOOLEY, Sheb",MGM,Singles: 7-inch,Country,"MGM 11976. ""Speak Of The Devil"" and ""Love At First Sight."" B-side label tear. With original MGM sleeve.",11000 series ,Very Good ++
"WOOLEY, Sheb",MGM,Singles: 7-inch,Country,"MGM 11976. ""Speak Of The Devil"" and ""Love At First Sight."" Sticker on both sides of label. Name written on label.",11000 series ,Very Good
"WOOLEY, Sheb",MGM,Singles: 7-inch,Country,"MGM 12584. ""So Close To Heaven"" and ""I Found Me An Angel."" With original MGM sleeve.",12000 series ,Near Mint
"WOOLEY, Sheb",MGM,Singles: 7-inch,Country,"MGM 12651. ""The Purple People Eater"" and ""I Can't Believe You're Mine.""",12000 series ,Very Good
"WOOLEY, Sheb",MGM,Singles: 7-inch,Country,"MGM 12733. ""Santa And The Purple People Eater"" and ""Star Of Love.""",12000 series ,Very Good +
"WOOLEY, Sheb",MGM,Singles: 7-inch,Country,"MGM 12781. ""Sweet Chile"" and ""More.""",12000 series ,Very Good
"WOOLEY, Sheb",MGM,Promotional Singles,Country,"B-side= ""That's My Pa.""","13046 ""Meet Mr. Lonely"" ",Very Good
"WOOLEY, Sheb",MGM,Promotional Singles,Country,"B-side= ""Sittin' And Thinkin'.""","13294 ""Wild And Wooley Big Unruly Me"" ",Near Mint
"WORTH, Debby",TITANIC,Promotional Singles,Rock 'n' Roll,Vinyl is NM. Label has some discoloration on both sides. Teener.,"5007 ""A Very Close Friend Of Mine"" ",Very Good ++
"WRIGHT, Betty",ALSTON,Promotional Singles,Soul,"B-side= ""If You Ain't Got It.""","4587 ""Pure Love"" ",Very Good ++
"WRIGHT, Gary",W.B.,Singles: 7-inch,Rock,"W.B. 8143. ""Love Is Alive"" and ""Much Higher.""", ,Near Mint
"WRIGHT, Gary",W.B.,Singles: 7-inch,Rock,"W.B. 8167. ""Dream Weaver"" and ""Let It Out.""", ,Very Good
"WRIGHT, Gary",W.B.,Singles: 7-inch,Rock,"W.B. 0342 (Back To Back Hits). ""Dream Weaver"" and ""Love Is Alive.""", ,Very Good +
"WRIGHT, Jerry",DECCA,Singles: 7-inch,Pop,"B-side= ""Promise Me.""","31339 ""The Rules Of The Road"" ",Near Mint
"WRIGHT, Johnny",DECCA,Promotional Singles,Country,"B-side= ""Rest In Peace."" X's on one side of label.","31740 ""Blame It On The Moonlight"" ",Near Mint
"WRIGHT, O.V.",BACK BEAT,Promotional Singles,Soul,"B-side= ""Afflicted.""","615 ""Ace Of Spade"" ",Near Mint
"WRIGHT, O.V.",BACK BEAT,Singles: 7-inch,Soul,"Back Beat 625. ""Don't Let My Baby Ride"" and ""He Made Woman For Man.""", ,Very Good
"WRIGHT, O.V.",BACK BEAT,Singles: 7-inch,Soul,"Back Beat 548. ""Monkey Dog"" and ""You're Gonna Make Me Cry.""", ,Very Good
"WRIGHT, O.V.",HI,Singles: 7-inch,Soul,"Hi 79531. ""We're Still Together"" and ""I Don't Know Why.""", ,Near Mint
"WRIGHT, Priscilla",UNIQUE,Singles: 7-inch,Pop,"Unique 303. ""I Wanna Dance To A Mambo Combo"" and ""The Man In The Raincoat.""", ,Very Good
"WRIGHT, Ruby",RIC,Singles: 7-inch,Country,"Ric 126. ""Such A Silly Notion"" and ""Dern Ya.""", ,Very Good
"WRIGHT, Steve",CUSTOM,Singles: 7-inch,Rock,"B-side= ""Things I Want To Know."" X's on one side of label.","13 ""He Don't Love You"" ",Near Mint
"WYATT, Don",GARPAX,Promotional Singles,Soul,"B-side= ""Everybody Let's Dance.""","44174 ""I've Got Myself To Blame"" ",Near Mint
"WYNETTE, Tammy",EPIC,Singles: 7-inch,Country,"Epic 10315. ""D-I-V-O-R-C-E"" and ""Don't Make Me Now.""",10095 thru 11079 ,Very Good
"WYNETTE, Tammy",EPIC,Singles: 7-inch,Country,"Vinyl is NM. Small edge chip on b-side that does not affect play. Epic 10398. ""Stand By Your Man"" and ""I Stayed Long Enough.""",10095 thru 11079 ,Very Good ++
"WYNETTE, Tammy",EPIC,Singles: 7-inch,Country,"Epic 10398. ""Stand By Your Man"" and ""I Stayed Long Enough.""",10095 thru 11079 ,Very Good +
"WYNETTE, Tammy",EPIC,Singles: 7-inch,Country,"Epic 10653. ""My Daddy Doll"" and ""Run, Woman, Run."" Small sticker on one side of label.",10095 thru 11079 ,Near Mint
"WYNNE, Bobby",HALO,Singles: 7-inch,Country,"B-side= ""I'll Be Waiting Just For You.""","100 ""Never Leave Me"" ",Very Good
"WYNNS, Sandy",CHAMPION,Promotional Singles,Northern Soul,"Vinyl is NM. One side of label has some wear at bottom. B-side= ""Love Belongs To Everyone.""","14002 ""Yes I Really Love You"" ",Very Good ++
Y'ALLS,RUFF,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Please Come Back."" Small stain on b-side of label.","1016 ""Run for Your Life"" ",Very Good +
Y'ALLS,RUFF,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Please Come Back.""","1016 ""Run for Your Life"" ",Very Good +
"YANKOVIC, ""Weird Al""",ROCK,Singles: 7-inch,Rock,"Rock 'N' Roll 07769. ""Fat"" and ""You Make Me.""", ,Near Mint
"YANKOVIC, ""Weird Al""",ROCK,Picture Sleeves,Rock,"Rock 'N' Roll 07769. ""Fat.""", ,Very Good ++
"YARBROUGH, Glenn",RCA,Singles: 7-inch,Rock,"RCA 8498. ""Baby The Rain Must Fall"" and ""I've Been To Town.""", ,Very Good
YARDBIRDS,EPIC,Singles: 7-inch,Rock,"B-side= ""Got To Hurry.""","9790 ""For Your Love"" ",Very Good ++
YARDBIRDS,EPIC,Singles: 7-inch,Rock,"B-side= ""Steeled Blues.""","9823 ""Heart Full of Soul"" ",Very Good
YARDBIRDS,EPIC,Singles: 7-inch,Rock,"B-side= ""Steeled Blues.""","9823 ""Heart Full of Soul"" ",Very Good ++
YARDBIRDS,EPIC,Picture Sleeves,Rock,Eric Clapton pictured. Sticker on one side of picture sleeve. Wear at top of one side of picture sleeve.,"9823 ""Heart Full of Soul"" ",Very Good +
YARDBIRDS,EPIC,Singles: 7-inch,Rock,"B-side= ""I'm Not Talking.""","9891 ""Shapes of Things"" ",Very Good
YARDBIRDS,EPIC,Singles: 7-inch,Rock,"B-side= ""The Nazz Are Blue."" With original Epic sleeve.","10094 ""Happenings Ten Years Time Ago"" ",Very Good +
YARDBIRDS,EPIC,Picture Sleeves,Rock,Jeff Beck pictured. Two very small pinholes.,"10094 ""Happenings Ten Years Time Ago"" ",Very Good ++
YARDBIRDS,EPIC,Singles: 7-inch,Rock,"B-side= ""The Nazz Are Blue.""","10094 ""Happenings Ten Years Time Ago"" ",Very Good
"YATES, Duane, & Capris",N-JOY,Singles: 7-inch,Rock,"B-side= ""Hold It."" Cool guitar instrumental.","1010 ""Here I Stand"" ",Near Mint
YELLOW BALLOON,CANTERBURY,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Stained Glass Window."" Small sticker on one side of label.","516 ""Can't Get Enough of Your Love"" ",Very Good
YELLOW PAYGES,UNI,Promotional Singles,Psychedelic/Garage,"B-side= ""Home Again."" With original UNI sleeve.","55225 ""I'm A Man"" ",Near Mint
YES,ATCO,Singles: 7-inch,Rock,"Atco 99817. ""Owner Of A Lonely Heart"" and ""Our Song.""", ,Very Good +
YES,ATLANTIC,Singles: 7-inch,Rock,"Atlantic 2854. ""Roundabout"" and ""Long Distance Runaround.""",Black vinyl ,Very Good
YES,ATLANTIC,EPs: 7-inch,Rock,"B-side= ""I've Seen All Good People.""","415 ""Roundabout"" Promotional issue only.",Very Good ++
YORK BROTHERS,KING,Singles: 7-inch,Country,"King 1092. ""Twirly Whirly"" and ""Two Sides To Every Story.""",983 thru 1449 ,Very Good ++
YORK BROTHERS,YORK BROTHERS,Singles: 7-inch,Country,"B-side= ""Unwanted Roses.""","100 ""Monday Morning Blues"" ",Very Good +
"YOUMANS, Bobby",TIFCO,Singles: 7-inch,Pop,"B-side= ""Blackbeard."" With the Beachcombers.","827 ""Teach Me Tonight"" ",Very Good
"YOUNG, Faron",CAPITOL,Singles: 7-inch,Country,"Made in Germany. B-side= ""Forgive Me, Dear."" Small sticker on label.","3056 ""Live Fast, Love Hard, Die Young"" ",Very Good
"YOUNG, Faron",CAPITOL,Singles: 7-inch,Country,"Capitol 3611. ""I Miss You Already"" and ""I'm Gonna Live Some Before I Die."" The Young Sheriff and His County Deputies.",2039 thru 3753 ,Very Good ++
"YOUNG, Faron",MERCURY,Singles: 7-inch,Country,"Mercury 72490. ""You Had A Call"" and ""My Dreams.""",72085 thru 72983 ,Near Mint
"YOUNG, Neil",GEFFEN,Singles: 7-inch,Rock,"Geffen 28623. ""Pressure"" and ""Weight Of The World.""", ,Very Good +
"YOUNG, Neil",GEFFEN,Picture Sleeves,Rock,"Geffen 29887. ""Little Thing Called Love.""", ,Very Good ++
"YOUNG, Neil",REPRISE,Singles: 7-inch,Rock,"Reprise 49031. ""Rust Never Sleeps"" and ""Hey Hey, My My (Into The Black).""","49000 series, except  49895 ",Near Mint
"YOUNG, Neil",REPRISE,Picture Sleeves,Rock,"Reprise 49031. ""Rust Never Sleeps.""", ,Very Good +
"YOUNG, Neil",REPRISE,Singles: 7-inch,Rock,"Reprise 1065. ""Heart Of Gold"" and ""Sugar Mountain.""",0911 thru 1393 ,Very Good ++
"YOUNG, Neil",REPRISE,Singles: 7-inch,Rock,"Reprise 1065. ""Heart Of Gold"" and ""Sugar Mountain."" With original Reprise sleeve.",0911 thru 1393 ,Very Good ++
"YOUNG, Neil",REPRISE,Singles: 7-inch,Rock,"Reprise 1084. ""Old Man"" and ""The Needle And The Damage Done."" With original Reprise sleeve.",0911 thru 1393 ,Very Good +
"YOUNG, Neil",REPRISE,Singles: 7-inch,Rock,"Reprise 1152 (Back to Back Hits). ""Heart Of Gold"" and ""Old Man.""",0911 thru 1393 ,Very Good
"YOUNG, Neil",REPRISE,Singles: 7-inch,Rock,"Reprise 1209. ""Walk On"" and ""For The Turnstiles.""",0911 thru 1393 ,Very Good +
"YOUNG, Neil",REPRISE,Singles: 7-inch,Rock,"B-side= ""Old King.""","18685 ""Harvest Moon"" ",Near Mint
YOUNGBLOODS,RCA,Singles: 7-inch,Rock,"RCA 9752. ""Get Together"" and ""Beautiful."" With original RCA sleeve.", ,Near Mint
"ZANE, Herb",DELUXE,Promotional Singles,Rock 'n' Roll,"Side one: ""Hello Baby."" Side two: ""Hello Mama.""","6118 ""The Man In The Phone Booth""
 ",Very Good +
"ZANG, Tommy",HICKORY,Promotional Singles,Rock 'n' Roll,"B-side= ""Hey, Good Lookin'.""","1133 ""With Love (For You)"" ",Very Good
"ZACHERLE, John",CAMEO,Singles: 7-inch,Rock 'n' Roll,"","130 ""Dinner with Drac, Part 1""/  ""Dinner with Drac, Part 2"" ",Near Mint
"ZAPPA, Frank & Moon",BARKING PUMPKIN,Singles: 7-inch,Rock,"B-side= ""You Are What You Is.""","02972 ""Valley  Girl"" ",Near Mint
"ZAPPA, Frank & Moon",BARKING PUMPKIN,Picture Sleeves,Rock,"","02972 ""Valley  Girl"" ",Very Good
"ZAPPA, Frank",BARKING PUMPKIN,Promotional Singles,Rock,"Barking Pumpkin 1328. ""Goblin Girl"" and ""Pink Napkins.""", ,Near Mint
"ZAPPA, Frank",ZAPPA,Singles: 7-inch,Rock,"Zappa 10. ""Dancin' Fool"" and ""Baby Snakes.""", ,Near Mint
"ZAPPA, Frank",EMI,Singles: 7-inch,Rock,"Made in England. B-side= ""Stevie's Spanking."" Includes wonderful mitten picture sleeve.","5499 ""Baby, Take Your Teeth Out"" ",Near Mint
"ZEVON, Warren",ASYLUM,Singles: 7-inch,Rock,"Asylum 45472. ""Werewolves Of London"" and ""Roland The Headless Thompson Gunner.""", ,Very Good ++
"ZEVON, Warren",ASYLUM,Promotional Singles,Rock,"B-side= ""Werewolves Of London."" With original Elektra/Asylum sleeve.","47118 ""Lawyers, Guns And Money"" ",Near Mint
ZOMBIES,DATE,Promotional Singles,Rock,With original Date sleeve.,"1612 ""This Will Be Our Year"" ",Near Mint
ZOMBIES,DATE,Singles: 7-inch,Rock,With original Date sleeve.,"1628 ""Time of the Season""/""Friends of Mine"" ",Near Mint
ZOMBIES,DATE,Singles: 7-inch,Rock,With original Date sleeve.,"1628 ""Time of the Season""/""Friends of Mine"" ",Very Good ++
ZOMBIES,DATE,Singles: 7-inch,Rock,"B-side= ""Conversation Of Floral Street."" With original Date sleeve.","1644 ""Imagine the Swan"" ",Very Good ++
ZOMBIES,PARROT,Singles: 7-inch,Rock,"B-side= ""You Make Me Feel So Good.""","9695 ""She's Not There"" Black label.",Near Mint
ZOMBIES,PARROT,Singles: 7-inch,Rock,"B-side= ""You Make Me Feel So Good."" Name written on label.","9695 ""She's Not There"" Black label.",Very Good +
ZOMBIES,PARROT,Singles: 7-inch,Rock,"B-side= ""Leave Me Be."" Small sticker on one side of label.","9723 ""Tell Her No"" ",Very Good ++
ZOMBIES,PARROT,Picture Sleeves,Rock,"","9723 ""Tell Her No"" ",Very Good ++
ZOMBIES,PARROT,Singles: 7-inch,Rock,"B-side= ""Leave Me Be."" With original Parrot sleeve.","9723 ""Tell Her No"" ",Very Good ++
ZOMBIES,PARROT,Singles: 7-inch,Rock,"B-side= ""Leave Me Be.""","9723 ""Tell Her No"" ",Very Good
ZOMBIES,PARROT,Singles: 7-inch,Rock,"B-side= ""I Must Move.""","9747 ""She's Coming  Home"" ",Near Mint
ZOMBIES,PARROT,Picture Sleeves,Rock,"","9747 ""She's Coming  Home"" ",Near Mint
ZOMBIES,PARROT,Singles: 7-inch,Rock,"B-side= ""I Must Move."" With original Parrot sleeve.","9747 ""She's Coming  Home"" ",Very Good +
ZOMBIES,PARROT,Singles: 7-inch,Rock,"B-side= ""Remember When I Loved Her."" With original Parrot sleeve.","9769 ""I Want You Back  Again"" ",Very Good ++
ZOMBIES,PARROT,Promotional Singles,Rock,"B-side= ""Whenever You're Ready.""","9786 ""I Love You"" ",Near Mint
ZOMBIES,PARROT,Promotional Singles,Rock,"B-side= ""Just Out Of Reach.""","9797 ""Remember You"" ",Near Mint
ZOMBIES,PARROT,Singles: 7-inch,Rock,"B-side= ""Is This The Dream."" With original Parrot sleeve.","9821 ""Don't Go Away"" ",Very Good ++
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 131. ""Salt Lick"" and ""Miller's Farm."" With original London sleeve.", ,Very Good ++
ZZ TOP,LONDON,Promotional Singles,Rock,"B-side= ""Neighbor, Neighbor.""","138 ""Shakin' Your Tree"" ",Near Mint
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 203. ""Just Got Paid"" and ""La Grange."" With original London sleeve.", ,Near Mint
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 203. ""La Grange"" and ""Just Got Paid."" With original London sleeve.", ,Near Mint
ZZ TOP,LONDON,Promotional Singles,Rock,"","220 ""Tush"" ",Near Mint
ZZ TOP,LONDON,Picture Sleeves,Rock,"London 220. ""Tush.""", ,Very Good +
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 220. ""Tush"" and ""Blue Jean Blues."" With original London sleeve.", ,Near Mint
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 220. ""Tush"" and ""Blue Jean Blues.""", ,Very Good ++
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 220. ""Tush"" and ""Blue Jean Blues.""", ,Very Good
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 241. ""It's Only Love"" and ""Asleep In The Desert.""", ,Near Mint
ZZ TOP,LONDON,Picture Sleeves,Rock,"London 241. ""It's Only Love.""", ,Near Mint
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 241. ""It's Only Love"" and ""Asleep In The Desert."" With original London sleeve.", ,Near Mint
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 251. ""It's Only Love"" and ""Arrested For Driving While Blind."" With jukebox title strip.", ,Near Mint
ZZ TOP,LONDON,Promotional Singles,Rock,"","252 ""Enjoy And Get It On"" ",Near Mint
ZZ TOP,LONDON,Singles: 7-inch,Rock,"London 252. ""Enjoy And Get It On"" and ""El Diablo."" With original London sleeve.", ,Near Mint
ZZ TOP,RCA,Promotional Singles,Rock,"B-side= ""Pincushion.""","62812 ""Breakaway"" ",Near Mint
ZZ TOP,RCA,Promotional Singles,Rock,"B-side= ""Girl In A T-Shirt.""","62928 ""Fuzzbox Voodoo"" ",Near Mint
ZZ TOP,SCAT,Singles: 7-inch,Psychedelic/Garage,"B-side= ""Miller's Farm."" X on one side of label. This copy would be stone mint except for a few light surface scratches on the trail-in groove on the B-side. Does not produce clicks or pops or noise. ","500 ""Salt Lick"" ",Very Good ++
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 18979. ""Viva Las Vegas"" and ""2000 Blues."" With original W.B. sleeve.", ,Very Good +
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 19812. ""Doubleback"" and ""Planet Of Women.""", ,Near Mint
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 19812. ""Doubleback."" From 'Back To The Future Part 3.'", ,Very Good ++
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 19812. ""Doubleback"" and ""Planet Of Women."" With original W.B. sleeve. Date written on one side of label.", ,Very Good +
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 21969 (Back To Back Hits). ""Tube Snake Boogie"" and ""Cheap Sunglasses.""", ,Near Mint
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 28810. ""Stages"" and ""Can't Stop Rockin'."" Writing on one side of label.", ,Very Good
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 28810. ""Stages.""", ,Near Mint
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 28650. ""Velcro Fly"" and ""Woke Up With Wood."" With original W.B. sleeve.", ,Very Good +
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 28733. ""Rough Boy"" and ""Delirious.""", ,Very Good ++
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 28733. ""Rough Boy.""", ,Very Good ++
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 28884. ""Sleeping Bag"" and ""Party On The Patio.""", ,Near Mint
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 28884. ""Sleeping Bag.""", ,Near Mint
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 29272. ""Legs"" and ""Bad Girl.""", ,Near Mint
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 29272. ""Legs.""", ,Near Mint
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 29272. ""Legs"" and ""Bad Girl."" With original W.B. sleeve.", ,Near Mint
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 29272. ""Legs.""", ,Very Good ++
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 29272. ""Legs"" and ""Bad Girl.""", ,Near Mint
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 29272. ""Legs.""", ,Very Good
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 29272. ""Legs"" and ""Bad Girl.""", ,Mint
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 29272. ""Legs.""", ,Very Good
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 29576. ""Sharp Dressed Man"" and ""I Got The Six."" With original W.B. sleeve.", ,Near Mint
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 29693. ""Gimme All Your Lovin'"" and ""If I Could Only Flag Her Down.""", ,Near Mint
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 29693. ""Gimme All Your Lovin'.""", ,Near Mint
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 29693. ""Gimme All Your Lovin'.""", ,Very Good +
ZZ TOP,W.B.,Picture Sleeves,Rock,"W.B. 29693. ""Gimme All Your Lovin'."" Staple holes to right of sleeve.", ,Very Good ++
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 49163. ""I Thank You"" and ""A Fool For Your Stockings.""", ,Very Good ++
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 49220. ""Esther Be The One"" and ""Cheap Sunglasses.""", ,Very Good ++
ZZ TOP,W.B.,Promotional Singles,Rock,With original W.B. sleeve.,"49782 ""Leila"" ",Near Mint
ZZ TOP,W.B.,Promotional Singles,Rock,With original W.B. sleeve.,"49782 ""Leila"" ",Near Mint
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 49865. ""Tube Snake Boogie"" and ""Heaven, Hell Or Houston.""", ,Very Good ++
ZZ TOP,W.B.,Singles: 7-inch,Rock,"W.B. 0374 (Back To Back Hits). ""Tush"" and ""La Grange.""", ,Very Good ++
BEATLES,CAPITOL,Singles: 7-inch,Instrumental,"","5407 ""Ticket to Ride"" Orange label.",Near Mint
AD LIBS,BLUE CAT,Singles: 7-inch,Doo Wop,"B-side= ""Kicked Around.""","102 ""The Boy from New York  City"" ",Very Good +
AD LIBS,BLUE CAT,Singles: 7-inch,Doo Wop,"B-side= ""Ask Anybody.""","114 ""He Ain't No  Angel"" ",Very Good ++
"ALLEN, Tony",SPECIALTY,Singles: 7-inch,Doo Wop,"B-side= ""I."" And The Champs.","560 ""Nite Owl"" ",Very Good
"ALLISON, Gene",VEE-JAY,Singles: 7-inch,Doo Wop,"Vee-Jay 256. ""Hey, Hey, I Love You"" and ""You Can Make It If You Try.""", ,Near Mint
"ANDREWS, Lee",CHESS,Singles: 7-inch,Doo Wop,"B-side= ""The Girl Around The Corner.""","1675 ""Tear Drops"" Blue label, no chess pieces.",Very Good
"ANDREWS, Lee",PARKWAY,Singles: 7-inch,Doo Wop,"B-side= ""I'm Sorry, Pillow."" With original Cameo/Parkway sleeve.","860 ""Gee, But I'm  Lonesome"" ",Very Good
"ANDREWS, Lee",U.A.,Singles: 7-inch,Doo Wop,"B-side= ""Nobody's Home."" With original United Artists sleeve.","123 ""Try the Impossible"" ",Very Good ++
ANGELS,CAPRICE,Singles: 7-inch,Doo Wop,"B-side= ""That's All I Ask Of You.""","112 ""Cry Baby Cry"" ",Near Mint
ANGELS,SMASH,Singles: 7-inch,Doo Wop,"B-side= ""(Love Me) Now."" With original Smash sleeve.","1834 ""My Boyfriend's  Back"" ",Very Good
ANGELS,SMASH,Singles: 7-inch,Doo Wop,"B-side+ ""Thank You And Goodnight."" With original Smash sleeve.","1854 ""I Adore Him"" ",Near Mint
ANGELS,SMASH,Singles: 7-inch,Doo Wop,"B-side= ""Thank You And Goodnight.""","1854 ""I Adore Him"" ",Very Good
ANGELS,SMASH,Singles: 7-inch,Doo Wop,"B-side= ""Wow Wow Wee."" With original Smash sleeve.","1870 ""Wow Wow Wee"" ",Near Mint
GABRIEL & Angels,SWAN,Promotional Singles,Doo Wop,"B-side= ""Don't Wanna Twist No-More.""","4118 ""That's Life (That's Tough)"" ",Very Good
"ANTELL, Peter",CAMEO,Singles: 7-inch,Doo Wop,"B-side- ""Something About You.""","234 ""Night Time"" Big print. Dull label.",Good
